"nr","deso","area","pop","density"
"63","0117C1180",4.96,1432,288.709677419355
"64","0117C1190",2.84,1740,612.676056338028
"65","0117C1200",7.91,2220,280.657395701644
"66","0120A0010",247.36,2186,8.83732212160414
"67","0120C1010",20.65,1873,90.7021791767555
"68","0120C1020",22.08,1670,75.6340579710145
"69","0120C1030",6.71,1857,276.751117734724
"70","0120C1040",16.4,2411,147.012195121951
"71","0120C1050",9.41,1684,178.958554729012
"72","0120C1060",23.55,2561,108.747346072187
"73","0120C1070",3.95,812,205.569620253165
"74","0120C1080",2.14,1784,833.644859813084
"75","0120C1090",1.53,2007,1311.76470588235
"76","0120C1100",4.27,2950,690.866510538642
"77","0120C1110",3.84,3398,884.895833333333
"78","0120C1120",1.56,1947,1248.07692307692
"79","0120C1130",3.27,1851,566.05504587156
"80","0120C1140",1.25,2511,2008.8
"81","0120C1150",16.48,1551,94.1140776699029
"82","0120C1160",1.34,1693,1263.4328358209
"83","0120C1170",1.86,1513,813.440860215054
"84","0120C1180",1.4,1909,1363.57142857143
"85","0120C1190",2.5,2108,843.2
"86","0120C1200",9.1,1541,169.340659340659
"87","0120C1210",25.09,2013,80.2311677959346
"88","0120C1220",9.58,1349,140.814196242171
"89","0120C1230",8.66,1458,168.360277136259
"90","0123C1010",0.67,2361,3523.88059701493
"91","0123C1020",0.64,1936,3025
"92","0123C1030",0.88,1766,2006.81818181818
"93","0123C1040",1.24,1650,1330.64516129032
"94","0123C1050",1.07,2144,2003.73831775701
"95","0123C1060",0.95,2217,2333.68421052632
"96","0123C1070",2.57,2046,796.108949416343
"97","0123C1080",0.62,1584,2554.83870967742
"98","0123C1090",3.92,3325,848.214285714286
"99","0123C1100",0.51,2184,4282.35294117647
"100","0123C1110",2.72,2103,773.161764705882
"101","0123C1120",0.94,1814,1929.78723404255
"102","0123C1130",0.25,1497,5988
"103","0123C1140",1.23,6214,5052.0325203252
"104","0123C1150",0.29,2205,7603.44827586207
"105","0123C1160",0.18,1977,10983.3333333333
"106","0123C1170",0.04,1116,27900
"107","0123C1180",3.19,1921,602.194357366771
"108","0123C1190",0.17,1987,11688.2352941176
"109","0123C1200",1.25,1340,1072
"110","0123C1210",0.37,1952,5275.67567567568
"111","0123C1220",0.76,3799,4998.68421052632
"112","0123C1230",0.18,2451,13616.6666666667
"113","0123C1240",0.11,1837,16700
"114","0123C1250",0.14,1562,11157.1428571429
"115","0123C1260",0.3,2977,9923.33333333333
"116","0123C1270",3.93,2145,545.801526717557
"117","0123C1280",0.17,1086,6388.23529411765
"118","0123C1290",0.34,2295,6750
"119","0123C1300",0.82,2026,2470.73170731707
"120","0123C1310",1.84,1545,839.673913043478
"121","0123C1320",7.64,2689,351.96335078534
"122","0123C1330",1.89,1926,1019.04761904762
"123","0123C1340",0.97,2267,2337.11340206186
"124","0123C1350",0.17,2345,13794.1176470588
"125","0123C1360",0.33,2317,7021.21212121212
"126","0123C1370",0.37,1846,4989.18918918919
"127","0123C1380",0.29,1003,3458.62068965517
"128","0123C1390",2.93,2224,759.044368600683
"129","0123C1400",6.92,2651,383.092485549133
"130","0125A0010",28.99,976,33.6667816488444
"131","0125A0020",49.63,1592,32.0773725569212
"132","0125A0030",32.84,817,24.878197320341
"133","0125A0040",44.37,1955,44.0613026819923
"134","0125B2010",12.68,1536,121.135646687697
"135","0125B2020",4.82,2520,522.821576763485
"136","0125B2030",1.72,1196,695.348837209302
"137","0125B3010",10.12,795,78.5573122529644
"138","0125B3020",9.15,1351,147.650273224044
"139","0125C1010",1.12,1596,1425
"140","0125C1020",0.79,1408,1782.27848101266
"141","0125C1030",1.24,2223,1792.74193548387
"142","0125C1040",5,2844,568.8
"143","0125C1050",11.12,1595,143.435251798561
"144","0125C1060",0.83,1785,2150.60240963855
"145","0125C1070",1.61,2042,1268.32298136646
"146","0125C1080",1.35,2577,1908.88888888889
"147","0126A0010",47.58,1769,37.1794871794872
"148","0126C1010",7.74,2848,367.958656330749
"149","0126C1020",4.56,2960,649.122807017544
"150","0126C1030",0.1,1938,19380
"151","0126C1040",0.76,1759,2314.47368421053
"152","0126C1050",15.36,1773,115.4296875
"153","0126C1060",0.11,1802,16381.8181818182
"154","0126C1070",0.1,1363,13630
"155","0126C1080",1.99,3071,1543.21608040201
"156","0126C1090",0.94,1692,1800
"157","0126C1100",0.27,1498,5548.14814814815
"158","0126C1110",0.04,2238,55950
"159","0126C1120",2.7,1962,726.666666666667
"160","0126C1130",0.24,1919,7995.83333333333
"161","0126C1140",0.04,1751,43775
"162","0126C1150",0.71,1279,1801.40845070423
"163","0126C1160",0.16,1838,11487.5
"164","0126C1170",0.56,1917,3423.21428571429
"165","0126C1180",0.71,1492,2101.40845070423
"166","0126C1190",1.83,3216,1757.37704918033
"167","0126C1200",1.51,2165,1433.77483443709
"168","0126C1210",1.16,1864,1606.89655172414
"169","0126C1220",0.2,1978,9890
"170","0126C1230",0.27,2006,7429.62962962963
"171","0126C1240",1.47,1731,1177.55102040816
"172","0126C1250",0.49,1786,3644.89795918367
"173","0126C1260",0.96,2549,2655.20833333333
"174","0126C1270",1.17,1780,1521.36752136752
"175","0126C1280",0.47,1927,4100
"176","0126C1290",1.34,2281,1702.23880597015
"177","0126C1300",0.24,2082,8675
"178","0126C1310",7.29,3243,444.855967078189
"179","0126C1320",0.22,1764,8018.18181818182
"180","0126C1330",0.88,1812,2059.09090909091
"181","0126C1340",0.15,1350,9000
"182","0126C1350",2.43,2834,1166.25514403292
"183","0126C1360",1.01,2491,2466.33663366337
"184","0126C1370",0.45,1168,2595.55555555556
"185","0126C1380",1.03,1019,989.320388349515
"186","0126C1390",1.08,2029,1878.7037037037
"187","0126C1400",0.77,1559,2024.67532467532
"188","0126C1410",0.72,1930,2680.55555555556
"189","0126C1420",2.86,1613,563.986013986014
"190","0126C1430",0.72,1392,1933.33333333333
"191","0126C1440",0.24,1255,5229.16666666667
"192","0126C1450",0.62,1042,1680.64516129032
"193","0126C1460",1.25,2653,2122.4
"194","0126C1470",0.64,1644,2568.75
"195","0126C1480",1.39,1947,1400.71942446043
"196","0126C1490",0.95,943,992.631578947368
"197","0126C1500",0.36,1584,4400
"198","0126C1510",0.77,2196,2851.94805194805
"199","0126C1520",0.05,1181,23620
"200","0126C1530",6.62,2387,360.574018126888
"201","0126C1540",0.05,927,18540
"202","0126C1550",0.17,2509,14758.8235294118
"203","0126C1560",0.66,1839,2786.36363636364
"204","0126C1570",0.34,1578,4641.17647058824
"205","0126C1580",0.46,1723,3745.65217391304
"206","0126C1590",1.07,2074,1938.31775700935
"207","0127A0010",125.72,2083,16.5685650652243
"208","0127A0020",8.44,1751,207.464454976303
"209","0127C1010",3.51,952,271.225071225071
"210","0127C1020",2.75,1695,616.363636363636
"211","0127C1030",1.83,2711,1481.42076502732
"212","0127C1040",1.33,1789,1345.11278195489
"213","0127C1050",2.69,3621,1346.09665427509
"214","0127C1060",3.33,1741,522.822822822823
"215","0127C1070",0.9,1633,1814.44444444444
"216","0127C1080",3.94,2680,680.203045685279
"217","0127C1090",0.43,2270,5279.06976744186
"218","0127C1100",0.88,1996,2268.18181818182
"219","0127C1110",0.44,2033,4620.45454545455
"220","0127C1120",2.85,1565,549.122807017544
"221","0127C1130",0.92,1411,1533.69565217391
"222","0127C1140",0.8,1746,2182.5
"223","0127C1150",1.24,2518,2030.64516129032
"224","0127C1160",0.2,1844,9220
"225","0127C1170",1.26,2122,1684.12698412698
"226","0127C1180",3.46,3386,978.612716763006
"227","0127C1190",0.23,1863,8100
"228","0127C1200",4.17,2097,502.877697841727
"229","0127C1210",0.61,1764,2891.80327868852
"230","0127C1220",5.68,1182,208.098591549296
"231","0127C1230",0.41,1118,2726.82926829268
"232","0127C1240",1.22,1332,1091.80327868852
"233","0127C1250",1.87,2037,1089.30481283422
"234","0127C1260",0.96,1905,1984.375
"235","0127C1270",2.45,2357,962.04081632653
"236","0127C1280",1.03,1652,1603.88349514563
"237","0127C1290",0.12,2111,17591.6666666667
"238","0127C1300",0.15,1351,9006.66666666667
"239","0127C1310",0.07,1187,16957.1428571429
"240","0127C1320",0.74,2038,2754.05405405405
"241","0127C1330",0.7,1569,2241.42857142857
"242","0127C1340",0.25,2182,8728
"243","0127C1350",0.41,3249,7924.39024390244
"244","0127C1360",0.16,1985,12406.25
"245","0127C1370",0.17,1936,11388.2352941176
"246","0127C1380",0.07,1015,14500
"247","0127C1390",0.09,1357,15077.7777777778
"248","0127C1400",0.18,2127,11816.6666666667
"249","0127C1410",0.32,1996,6237.5
"250","0127C1420",0.13,1867,14361.5384615385
"251","0127C1430",0.35,2079,5940
"252","0127C1440",0.13,2311,17776.9230769231
"253","0127C1450",1.08,1294,1198.14814814815
"254","0127C1460",1.51,1657,1097.35099337748
"255","0127C1470",1.08,1944,1800
"256","0127C1480",0.8,1483,1853.75
"257","0128A0010",46.46,2071,44.5759793370641
"258","0128C1010",3.73,2859,766.487935656836
"259","0128C1020",0.63,1946,3088.88888888889
"260","0128C1030",0.6,2232,3720
"261","0128C1040",0.65,1992,3064.61538461538
"262","0128C1050",0.55,1902,3458.18181818182
"263","0128C1060",0.66,1986,3009.09090909091
"264","0128C1070",0.81,2463,3040.74074074074
"265","0136A0010",40.99,733,17.8824103439863
"266","0136A0020",255.7,2208,8.63511928040673
"267","0136A0030",43.93,1233,28.0673799226041
"268","0136B2010",11.11,1901,171.107110711071
"269","0136C1010",3.94,1529,388.071065989848
"270","0136C1020",4.7,1605,341.489361702128
"271","0136C1030",3.22,2292,711.801242236025
"272","0136C1040",2.23,2928,1313.00448430493
"273","0136C1050",2.36,2308,977.966101694915
"274","0136C1060",4.82,1715,355.809128630705
"275","0136C1070",0.29,2096,7227.58620689655
"276","0136C1080",7.65,2470,322.875816993464
"277","0136C1090",1.36,2128,1564.70588235294
"278","0136C1100",0.85,2636,3101.17647058824
"279","0136C1110",2.7,2393,886.296296296296
"280","0136C1120",0.16,2591,16193.75
"281","0136C1130",0.23,1942,8443.47826086956
"282","0136C1140",1.6,1241,775.625
"283","0136C1150",6.15,1424,231.544715447154
"284","0136C1160",1.11,2076,1870.27027027027
"285","0136C1170",0.41,2677,6529.26829268293
"286","0136C1180",1.44,1986,1379.16666666667
"287","0136C1190",0.14,1341,9578.57142857143
"288","0136C1200",0.37,2139,5781.08108108108
"289","0136C1210",0.37,1330,3594.59459459459
"290","0136C1220",0.12,1453,12108.3333333333
"291","0136C1230",1.39,2242,1612.94964028777
"292","0136C1240",0.22,1724,7836.36363636364
"293","0136C1250",0.26,2267,8719.23076923077
"294","0136C1260",0.15,2459,16393.3333333333
"295","0136C1270",0.08,1607,20087.5
"296","0136C1280",0.06,1199,19983.3333333333
"297","0136C1290",0.24,1543,6429.16666666667
"298","0136C1300",1.72,1695,985.46511627907
"299","0136C1310",4.09,5900,1442.54278728606
"300","0136C1320",0.66,2028,3072.72727272727
"301","0136C1330",0.4,1586,3965
"302","0136C1340",1.85,4622,2498.37837837838
"303","0136C1350",0.84,1398,1664.28571428571
"304","0136C1360",0.73,2135,2924.65753424658
"305","0136C1370",1.08,1917,1775
"306","0136C1380",1.92,1852,964.583333333333
"307","0136C1390",2.61,2148,822.988505747127
"308","0136C1400",1.35,2393,1772.59259259259
"309","0136C1410",2.64,1021,386.742424242424
"310","0136C1420",0.91,1556,1709.89010989011
"311","0136C1430",6.86,2096,305.539358600583
"312","0136C1440",1.05,1883,1793.33333333333
"313","0136C1450",26.17,2105,80.4356132976691
"314","0138A0010",33.9,1407,41.5044247787611
"315","0138C1010",0.85,1779,2092.94117647059
"316","0138C1020",1.24,2088,1683.87096774194
"317","0138C1030",1.06,1807,1704.71698113208
"318","0138C1040",2.39,2514,1051.88284518828
"319","0138C1050",0.77,1816,2358.44155844156
"320","0138C1060",12.24,1874,153.104575163399
"321","0138C1070",0.65,2041,3140
"322","0138C1080",0.73,2278,3120.54794520548
"323","0138C1090",0.88,2248,2554.54545454545
"324","0138C1100",0.71,1621,2283.0985915493
"325","0138C1110",1.18,2201,1865.25423728814
"326","0138C1120",0.37,2416,6529.72972972973
"327","0138C1130",0.25,2081,8324
"328","0138C1140",0.94,1706,1814.89361702128
"329","0138C1150",0.25,2697,10788
"330","0138C1160",0.3,1852,6173.33333333333
"331","0138C1170",1.3,3088,2375.38461538462
"332","0138C1180",2.47,1223,495.141700404858
"333","0138C1190",0.32,1196,3737.5
"334","0138C1200",0.34,1777,5226.47058823529
"335","0138C1210",0.27,1971,7300
"336","0138C1220",1.74,1290,741.379310344828
"337","0138C1230",1.06,1798,1696.22641509434
"338","0138C1240",0.93,1591,1710.75268817204
"339","0138C1250",1.89,813,430.15873015873
"340","0139A0010",120.06,3696,30.7846076961519
"341","0139A0020",84.41,1739,20.6018244283853
"342","0139B2010",4.36,1668,382.56880733945
"343","0139B2020",0.44,2217,5038.63636363636
"344","0139B2030",0.15,990,6600
"345","0139B2040",4.95,2350,474.747474747475
"346","0139B2050",0.27,1562,5785.18518518519
"347","0139B2060",2.43,1156,475.720164609053
"348","0139C1010",1.35,3060,2266.66666666667
"349","0139C1020",1.11,1866,1681.08108108108
"350","0139C1030",4.21,2517,597.862232779097
"351","0139C1040",2.22,2231,1004.95495495495
"352","0139C1050",2.11,3414,1618.00947867299
"353","0139C1060",2.01,2030,1009.95024875622
